Comparisons	Profile1	Profile2
1228	2457.0	2458.0
1229	2459.0	2460.0
1230	2461.0	2462.0
1231	2463.0	2464.0
1232	2466.0	2465.0
1233	2468.0	2467.0
1234	2470.0	2469.0
1235	2472.0	2471.0
1236	2474.0	2473.0
1237	2475.0	2476.0
1238	2478.0	2477.0
1239	2479.0	2480.0
1240	2481.0	2482.0
1241	2483.0	2484.0
1242	2485.0	2486.0
1243	2487.0	2488.0
1244	2490.0	2489.0
1245	2492.0	2491.0
1246	2494.0	2493.0
1247	2496.0	2495.0
1248	2497.0	2498.0
1249	2499.0	2500.0
1250	2502.0	2501.0
1251	2503.0	2504.0
1252	2506.0	2505.0
1253	2508.0	2507.0
1254	2509.0	2510.0
1255	2511.0	2512.0
1256	2513.0	2514.0
1257	2515.0	2516.0
1258	2518.0	2517.0
1259	2519.0	2520.0
1260	2521.0	2522.0
1261	2524.0	2523.0
1262	2526.0	2525.0
1263	2527.0	2528.0
1264	2529.0	2530.0
1265	2532.0	2531.0
1266	2534.0	2533.0
1267	2535.0	2536.0
1268	2538.0	2537.0
1269	2539.0	2540.0
1270	2541.0	2542.0
1271	2543.0	2544.0
1272	2545.0	2546.0
1273	2547.0	2548.0
1274	2549.0	2550.0
1275	2551.0	2552.0
1276	2553.0	2554.0
1277	2556.0	2555.0
1278	2557.0	2558.0
1279	2560.0	2559.0
1280	2562.0	2561.0
1281	2564.0	2563.0
1282	2565.0	2566.0
1283	2567.0	2568.0
1284	2569.0	2570.0
1285	2571.0	2572.0
1286	2573.0	2574.0
1287	2575.0	2576.0
1288	2577.0	2578.0
1289	2579.0	2580.0
1290	2581.0	2582.0
1291	2584.0	2583.0
1292	2586.0	2585.0
1293	2587.0	2588.0
1294	2590.0	2589.0
1295	2591.0	2592.0
1296	2593.0	2594.0
1297	2596.0	2595.0
1298	2598.0	2597.0
1299	2599.0	2600.0
1300	2601.0	2602.0
1301	2603.0	2604.0
1302	2606.0	2605.0
1303	2608.0	2607.0
1304	2609.0	2610.0
1305	2611.0	2612.0
1306	2614.0	2613.0
1307	2615.0	2616.0
1308	2617.0	2618.0
1309	2620.0	2619.0
1310	2621.0	2622.0
1311	2623.0	2624.0
1312	2626.0	2625.0
1313	2627.0	2628.0
1314	2629.0	2630.0
1315	2632.0	2631.0
1316	2633.0	2634.0
1317	2636.0	2635.0
1318	2638.0	2637.0
1319	2639.0	2640.0
1320	2641.0	2642.0
1321	2643.0	2644.0
1322	2645.0	2646.0
1323	2648.0	2647.0
1324	2649.0	2650.0
1325	2651.0	2652.0
1326	2653.0	2654.0
1327	2656.0	2655.0
1328	2658.0	2657.0
1329	2659.0	2660.0
1330	2661.0	2662.0
1331	2663.0	2664.0
1332	2666.0	2665.0
1333	2668.0	2667.0
1334	2669.0	2670.0
1335	2671.0	2672.0
1336	2673.0	2674.0
1337	2675.0	2676.0
1338	2678.0	2677.0
1339	2679.0	2680.0
1340	2681.0	2682.0
1341	2683.0	2684.0
1342	2685.0	2686.0
1343	2688.0	2687.0
1344	2689.0	2690.0
1345	2691.0	2692.0
1346	2693.0	2694.0
1347	2696.0	2695.0
1348	2697.0	2698.0
1349	2699.0	2700.0
1350	2702.0	2701.0
1351	2703.0	2704.0
1352	2705.0	2706.0
1353	2707.0	2708.0
1354	2710.0	2709.0
1355	2712.0	2711.0
1356	2713.0	2714.0
1357	2716.0	2715.0
1358	2717.0	2718.0
1359	2720.0	2719.0
1360	2722.0	2721.0
1361	2723.0	2724.0
1362	2726.0	2725.0
1363	2727.0	2728.0
1364	2730.0	2729.0
1365	2731.0	2732.0
1366	2734.0	2733.0
1367	2736.0	2735.0
1368	2737.0	2738.0
1369	2739.0	2740.0
1370	2742.0	2741.0
1371	2744.0	2743.0
1372	2746.0	2745.0
1373	2747.0	2748.0
1374	2750.0	2749.0
1375	2751.0	2752.0
1376	2753.0	2754.0
1377	2756.0	2755.0
1378	2757.0	2758.0
1379	2759.0	2760.0
1380	2761.0	2762.0
1381	2764.0	2763.0
1382	2766.0	2765.0
1383	2768.0	2767.0
1384	2770.0	2769.0
1385	2772.0	2771.0
1386	2774.0	2773.0
1387	2775.0	2776.0
1388	2777.0	2778.0
1389	2780.0	2779.0
1390	2781.0	2782.0
1391	2784.0	2783.0
1392	2785.0	2786.0
1393	2788.0	2787.0
1394	2789.0	2790.0
1395	2791.0	2792.0
1396	2793.0	2794.0
1397	2796.0	2795.0
1398	2797.0	2798.0
1399	2799.0	2800.0
1400	2801.0	2802.0
1401	2804.0	2803.0
1402	2806.0	2805.0
1403	2807.0	2808.0
1404	2809.0	2810.0
1405	2811.0	2812.0
1406	2813.0	2814.0
1407	2815.0	2816.0
1408	2817.0	2818.0
1409	2819.0	2820.0
1410	2822.0	2821.0
1411	2823.0	2824.0
1412	2825.0	2826.0
1413	2828.0	2827.0
1414	2830.0	2829.0
1415	2831.0	2832.0
1416	2834.0	2833.0
1417	2835.0	2836.0
1418	2838.0	2837.0
1419	2839.0	2840.0
1420	2841.0	2842.0
1421	2843.0	2844.0
1422	2845.0	2846.0
1423	2848.0	2847.0
1424	2850.0	2849.0
1425	2851.0	2852.0
1426	2853.0	2854.0
1427	2855.0	2856.0
1428	2857.0	2858.0
1429	2859.0	2860.0
1430	2862.0	2861.0
1431	2864.0	2863.0
1432	2865.0	2866.0
1433	2867.0	2868.0
1434	2869.0	2870.0
1435	2871.0	2872.0
1436	2874.0	2873.0
1437	2875.0	2876.0
1438	2878.0	2877.0
1439	2879.0	2880.0
1440	2881.0	2882.0
1441	2884.0	2883.0
1442	2886.0	2885.0
1443	2887.0	2888.0
1444	2890.0	2889.0
1445	2892.0	2891.0
1446	2893.0	2894.0
1447	2896.0	2895.0
1448	2897.0	2898.0
1449	2899.0	2900.0
1450	2902.0	2901.0
1451	2904.0	2903.0
1452	2906.0	2905.0
1453	2908.0	2907.0
1454	2910.0	2909.0
1455	2911.0	2912.0
1456	2913.0	2914.0
1457	2916.0	2915.0
1458	2917.0	2918.0
1459	2920.0	2919.0
1460	2922.0	2921.0
1461	2924.0	2923.0
1462	2925.0	2926.0
1463	2927.0	2928.0
1464	2929.0	2930.0
1465	2932.0	2931.0
1466	2933.0	2934.0
1467	2936.0	2935.0
1468	2937.0	2938.0
1469	2940.0	2939.0
1470	2942.0	2941.0
1471	2943.0	2944.0
1472	2945.0	2946.0
1473	2948.0	2947.0
1474	2950.0	2949.0
1475	2951.0	2952.0
1476	2954.0	2953.0
1477	2955.0	2956.0
1478	2958.0	2957.0
1479	2960.0	2959.0
1480	2961.0	2962.0
1481	2964.0	2963.0
1482	2966.0	2965.0
1483	2968.0	2967.0
1484	2969.0	2970.0
1485	2971.0	2972.0
1486	2974.0	2973.0
1487	2976.0	2975.0
1488	2977.0	2978.0
1489	2979.0	2980.0
1490	2981.0	2982.0
1491	2984.0	2983.0
1492	2985.0	2986.0
1493	2988.0	2987.0
1494	2989.0	2990.0
1495	2992.0	2991.0
1496	2994.0	2993.0
1497	2995.0	2996.0
1498	2998.0	2997.0
1499	2999.0	3000.0
1500	3001.0	3002.0
1501	3003.0	3004.0
1502	3006.0	3005.0
1503	3007.0	3008.0
1504	3010.0	3009.0
1505	3012.0	3011.0
1506	3013.0	3014.0
1507	3015.0	3016.0
1508	3018.0	3017.0
1509	3019.0	3020.0
1510	3021.0	3022.0
1511	3024.0	3023.0
1512	3026.0	3025.0
1513	3027.0	3028.0
1514	3029.0	3030.0
1515	3032.0	3031.0
1516	3033.0	3034.0
1517	3035.0	3036.0
1518	3037.0	3038.0
1519	3039.0	3040.0
1520	3042.0	3041.0
1521	3044.0	3043.0
1522	3045.0	3046.0
1523	3048.0	3047.0
1524	3049.0	3050.0
1525	3051.0	3052.0
1526	3054.0	3053.0
1527	3055.0	3056.0
1528	3057.0	3058.0
1529	3060.0	3059.0
1530	3061.0	3062.0
1531	3064.0	3063.0
1532	3066.0	3065.0
1533	3068.0	3067.0
1534	3070.0	3069.0
1535	3072.0	3071.0
1536	3073.0	3074.0
1537	3076.0	3075.0
1538	3077.0	3078.0
1539	3080.0	3079.0
1540	3082.0	3081.0
1541	3083.0	3084.0
1542	3086.0	3085.0
1543	3088.0	3087.0
1544	3089.0	3090.0
1545	3092.0	3091.0
1546	3093.0	3094.0
1547	3095.0	3096.0
1548	3098.0	3097.0
1549	3100.0	3099.0
1550	3101.0	3102.0
1551	3103.0	3104.0
1552	3106.0	3105.0
1553	3107.0	3108.0
1554	3110.0	3109.0
1555	3112.0	3111.0
1556	3113.0	3114.0
1557	3115.0	3116.0
1558	3117.0	3118.0
1559	3120.0	3119.0
1560	3122.0	3121.0
1561	3124.0	3123.0
1562	3125.0	3126.0
1563	3128.0	3127.0
1564	3130.0	3129.0
1565	3131.0	3132.0
1566	3134.0	3133.0
1567	3136.0	3135.0
1568	3138.0	3137.0
1569	3139.0	3140.0
1570	3142.0	3141.0
1571	3143.0	3144.0
1572	3145.0	3146.0
1573	3148.0	3147.0
1574	3150.0	3149.0
1575	3152.0	3151.0
1576	3154.0	3153.0
1577	3156.0	3155.0
1578	3158.0	3157.0
1579	3159.0	3160.0
1580	3162.0	3161.0
1581	3164.0	3163.0
1582	3165.0	3166.0
1583	3168.0	3167.0
1584	3170.0	3169.0
1585	3171.0	3172.0
1586	3173.0	3174.0
1587	3176.0	3175.0
1588	3178.0	3177.0
1589	3179.0	3180.0
1590	3182.0	3181.0
1591	3183.0	3184.0
1592	3186.0	3185.0
1593	3188.0	3187.0
1594	3190.0	3189.0
1595	3191.0	3192.0
1596	3194.0	3193.0
1597	3195.0	3196.0
1598	3198.0	3197.0
1599	3199.0	3200.0
1600	3201.0	3202.0
1601	3204.0	3203.0
1602	3205.0	3206.0
1603	3207.0	3208.0
1604	3209.0	3210.0
1605	3211.0	3212.0
1606	3213.0	3214.0
1607	3216.0	3215.0
1608	3218.0	3217.0
1609	3220.0	3219.0
1610	3222.0	3221.0
1611	3223.0	3224.0
1612	3225.0	3226.0
1613	3227.0	3228.0
1614	3229.0	3230.0
1615	3232.0	3231.0
1616	3234.0	3233.0
1617	3235.0	3236.0
1618	3237.0	3238.0
1619	3240.0	3239.0
1620	3241.0	3242.0
1621	3243.0	3244.0
1622	3246.0	3245.0
1623	3247.0	3248.0
1624	3249.0	3250.0
1625	3252.0	3251.0
1626	3253.0	3254.0
1627	3256.0	3255.0
1628	3258.0	3257.0
1629	3260.0	3259.0
1630	3261.0	3262.0
1631	3264.0	3263.0
1632	3265.0	3266.0
1633	3268.0	3267.0
1634	3270.0	3269.0
1635	3271.0	3272.0
1636	3274.0	3273.0
1637	3276.0	3275.0
1638	3277.0	3278.0
1639	3279.0	3280.0
1640	3282.0	3281.0
1641	3283.0	3284.0
1642	3285.0	3286.0
1643	3288.0	3287.0
1644	3290.0	3289.0
1645	3292.0	3291.0
1646	3294.0	3293.0
1647	3295.0	3296.0
1648	3298.0	3297.0
1649	3299.0	3300.0
1650	3302.0	3301.0
1651	3304.0	3303.0
1652	3306.0	3305.0
1653	3308.0	3307.0
1654	3309.0	3310.0
1655	3312.0	3311.0
1656	3314.0	3313.0
1657	3316.0	3315.0
1658	3318.0	3317.0
1659	3319.0	3320.0
1660	3321.0	3322.0
1661	3324.0	3323.0
1662	3326.0	3325.0
1663	3327.0	3328.0
1664	3330.0	3329.0
1665	3332.0	3331.0
1666	3334.0	3333.0
1667	3335.0	3336.0
1668	3337.0	3338.0
1669	3340.0	3339.0
1670	3342.0	3341.0
1671	3343.0	3344.0
1672	3345.0	3346.0
1673	3348.0	3347.0
1674	3350.0	3349.0
1675	3351.0	3352.0
1676	3354.0	3353.0
1677	3355.0	3356.0
1678	3358.0	3357.0
1679	3360.0	3359.0
1680	3362.0	3361.0
1681	3363.0	3364.0
1682	3365.0	3366.0
1683	3367.0	3368.0
1684	3370.0	3369.0
1685	3372.0	3371.0
1686	3373.0	3374.0
1687	3376.0	3375.0
1688	3377.0	3378.0
1689	3380.0	3379.0
1690	3381.0	3382.0
1691	3383.0	3384.0
1692	3385.0	3386.0
1693	3388.0	3387.0
1694	3389.0	3390.0
1695	3392.0	3391.0
1696	3394.0	3393.0
1697	3396.0	3395.0
1698	3397.0	3398.0
1699	3399.0	3400.0
1700	3402.0	3401.0
1701	3404.0	3403.0
1702	3406.0	3405.0
1703	3408.0	3407.0
1704	3410.0	3409.0
1705	3411.0	3412.0
1706	3414.0	3413.0
1707	3415.0	3416.0
1708	3417.0	3418.0
1709	3419.0	3420.0
1710	3422.0	3421.0
1711	3424.0	3423.0
1712	3426.0	3425.0
1713	3428.0	3427.0
1714	3429.0	3430.0
1715	3431.0	3432.0
1716	3433.0	3434.0
1717	3436.0	3435.0
1718	3438.0	3437.0
1719	3439.0	3440.0
1720	3441.0	3442.0
1721	3443.0	3444.0
1722	3446.0	3445.0
1723	3447.0	3448.0
1724	3450.0	3449.0
1725	3452.0	3451.0
1726	3454.0	3453.0
1727	3456.0	3455.0
1728	3458.0	3457.0
1729	3460.0	3459.0
1730	3461.0	3462.0
1731	3464.0	3463.0
1732	3466.0	3465.0
1733	3468.0	3467.0
1734	3470.0	3469.0
1735	3471.0	3472.0
1736	3473.0	3474.0
1737	3475.0	3476.0
1738	3478.0	3477.0
1739	3479.0	3480.0
1740	3482.0	3481.0
1741	3484.0	3483.0
1742	3486.0	3485.0
1743	3488.0	3487.0
1744	3489.0	3490.0
1745	3492.0	3491.0
1746	3494.0	3493.0
1747	3495.0	3496.0
1748	3498.0	3497.0
1749	3499.0	3500.0
1750	3502.0	3501.0
1751	3504.0	3503.0
1752	3506.0	3505.0
1753	3507.0	3508.0
1754	3510.0	3509.0
1755	3512.0	3511.0
1756	3514.0	3513.0
1757	3516.0	3515.0
1758	3518.0	3517.0
1759	3520.0	3519.0
1760	3522.0	3521.0
1761	3524.0	3523.0
1762	3526.0	3525.0
1763	3527.0	3528.0
1764	3529.0	3530.0
1765	3531.0	3532.0
1766	3534.0	3533.0
1767	3536.0	3535.0
1768	3538.0	3537.0
1769	3539.0	3540.0
1770	3542.0	3541.0
1771	3544.0	3543.0
1772	3545.0	3546.0
1773	3547.0	3548.0
1774	3549.0	3550.0
1775	3552.0	3551.0
1776	3553.0	3554.0
1777	3556.0	3555.0
1778	3558.0	3557.0
1779	3559.0	3560.0
1780	3561.0	3562.0
1781	3563.0	3564.0
1782	3566.0	3565.0
1783	3567.0	3568.0
1784	3570.0	3569.0
1785	3572.0	3571.0
1786	3574.0	3573.0
1787	3576.0	3575.0
1788	3577.0	3578.0
1789	3579.0	3580.0
1790	3581.0	3582.0
1791	3584.0	3583.0
1792	3586.0	3585.0
1793	3587.0	3588.0
1794	3589.0	3590.0
1795	3592.0	3591.0
1796	3593.0	3594.0
1797	3596.0	3595.0
1798	3597.0	3598.0
1799	3599.0	3600.0
1800	3601.0	3602.0
1801	3603.0	3604.0
1802	3606.0	3605.0
1803	3608.0	3607.0
1804	3609.0	3610.0
1805	3611.0	3612.0
1806	3613.0	3614.0
1807	3616.0	3615.0
1808	3618.0	3617.0
1809	3619.0	3620.0
1810	3622.0	3621.0
1811	3623.0	3624.0
1812	3626.0	3625.0
1813	3627.0	3628.0
1814	3629.0	3630.0
1815	3632.0	3631.0
1816	3634.0	3633.0
1817	3635.0	3636.0
1818	3637.0	3638.0
1819	3640.0	3639.0
1820	3641.0	3642.0
1821	3644.0	3643.0
1822	3646.0	3645.0
1823	3647.0	3648.0
1824	3650.0	3649.0
1825	3651.0	3652.0
1826	3654.0	3653.0
1827	3656.0	3655.0
1828	3658.0	3657.0
1829	3659.0	3660.0
1830	3661.0	3662.0
1831	3664.0	3663.0
1832	3666.0	3665.0
1833	3667.0	3668.0
1834	3669.0	3670.0
1835	3671.0	3672.0
1836	3674.0	3673.0
1837	3675.0	3676.0
1838	3677.0	3678.0
1839	3679.0	3680.0
1840	3681.0	3682.0
1841	3683.0	3684.0
1842	3685.0	3686.0
1843	3687.0	3688.0
1844	3689.0	3690.0
1845	3691.0	3692.0
1846	3693.0	3694.0
1847	3695.0	3696.0
1848	3698.0	3697.0
1849	3699.0	3700.0
1850	3701.0	3702.0
1851	3704.0	3703.0
1852	3705.0	3706.0
1853	3708.0	3707.0
1854	3710.0	3709.0
1855	3712.0	3711.0
1856	3713.0	3714.0
1857	3715.0	3716.0
1858	3718.0	3717.0
1859	3720.0	3719.0
1860	3721.0	3722.0
1861	3724.0	3723.0
1862	3725.0	3726.0
1863	3727.0	3728.0
1864	3729.0	3730.0
1865	3732.0	3731.0
1866	3733.0	3734.0
1867	3736.0	3735.0
1868	3738.0	3737.0
1869	3740.0	3739.0
1870	3741.0	3742.0
1871	3743.0	3744.0
1872	3745.0	3746.0
1873	3747.0	3748.0
1874	3749.0	3750.0
1875	3752.0	3751.0
1876	3753.0	3754.0
1877	3755.0	3756.0
1878	3757.0	3758.0
1879	3760.0	3759.0
1880	3762.0	3761.0
1881	3764.0	3763.0
1882	3765.0	3766.0
1883	3768.0	3767.0
1884	3770.0	3769.0
1885	3772.0	3771.0
1886	3773.0	3774.0
1887	3775.0	3776.0
1888	3777.0	3778.0
1889	3780.0	3779.0
1890	3781.0	3782.0
1891	3783.0	3784.0
1892	3785.0	3786.0
1893	3787.0	3788.0
1894	3789.0	3790.0
1895	3791.0	3792.0
1896	3794.0	3793.0
1897	3796.0	3795.0
1898	3798.0	3797.0
1899	3799.0	3800.0
1900	3802.0	3801.0
1901	3803.0	3804.0
1902	3806.0	3805.0
1903	3808.0	3807.0
1904	3809.0	3810.0
1905	3812.0	3811.0
1906	3814.0	3813.0
1907	3815.0	3816.0
1908	3817.0	3818.0
1909	3820.0	3819.0
1910	3821.0	3822.0
1911	3823.0	3824.0
1912	3826.0	3825.0
1913	3827.0	3828.0
1914	3829.0	3830.0
1915	3831.0	3832.0
1916	3833.0	3834.0
1917	3835.0	3836.0
1918	3838.0	3837.0
1919	3839.0	3840.0
1920	3842.0	3841.0
1921	3844.0	3843.0
1922	3845.0	3846.0
1923	3848.0	3847.0
1924	3849.0	3850.0
1925	3851.0	3852.0
1926	3854.0	3853.0
1927	3856.0	3855.0
1928	3857.0	3858.0
1929	3860.0	3859.0
1930	3861.0	3862.0
1931	3863.0	3864.0
1932	3865.0	3866.0
1933	3867.0	3868.0
1934	3870.0	3869.0
1935	3872.0	3871.0
1936	3874.0	3873.0
1937	3875.0	3876.0
1938	3877.0	3878.0
1939	3880.0	3879.0
1940	3881.0	3882.0
1941	3884.0	3883.0
1942	3885.0	3886.0
1943	3887.0	3888.0
1944	3889.0	3890.0
1945	3892.0	3891.0
1946	3894.0	3893.0
1947	3895.0	3896.0
1948	3897.0	3898.0
1949	3900.0	3899.0
1950	3902.0	3901.0
1951	3903.0	3904.0
1952	3906.0	3905.0
1953	3907.0	3908.0
1954	3909.0	3910.0
1955	3911.0	3912.0
1956	3914.0	3913.0
1957	3916.0	3915.0
1958	3917.0	3918.0
1959	3920.0	3919.0
1960	3921.0	3922.0
1961	3923.0	3924.0
1962	3926.0	3925.0
1963	3928.0	3927.0
1964	3929.0	3930.0
1965	3931.0	3932.0
1966	3933.0	3934.0
1967	3936.0	3935.0
1968	3937.0	3938.0
1969	3939.0	3940.0
1970	3941.0	3942.0
1971	3944.0	3943.0
1972	3946.0	3945.0
1973	3947.0	3948.0
1974	3949.0	3950.0
1975	3952.0	3951.0
1976	3953.0	3954.0
1977	3955.0	3956.0
1978	3957.0	3958.0
1979	3959.0	3960.0
1980	3961.0	3962.0
1981	3963.0	3964.0
1982	3965.0	3966.0
1983	3967.0	3968.0
1984	3970.0	3969.0
1985	3971.0	3972.0
1986	3973.0	3974.0
1987	3976.0	3975.0
1988	3978.0	3977.0
1989	3980.0	3979.0
1990	3982.0	3981.0
1991	3983.0	3984.0
1992	3986.0	3985.0
1993	3987.0	3988.0
1994	3989.0	3990.0
1995	3992.0	3991.0
1996	3993.0	3994.0
1997	3995.0	3996.0
1998	3997.0	3998.0
1999	3999.0	4000.0
2000	4002.0	4001.0
2001	4004.0	4003.0
2002	4006.0	4005.0
2003	4008.0	4007.0
2004	4009.0	4010.0
2005	4012.0	4011.0
2006	4014.0	4013.0
2007	4015.0	4016.0
2008	4017.0	4018.0
2009	4020.0	4019.0
2010	4021.0	4022.0
2011	4023.0	4024.0
2012	4026.0	4025.0
2013	4027.0	4028.0
2014	4029.0	4030.0
2015	4031.0	4032.0
2016	4034.0	4033.0
2017	4036.0	4035.0
2018	4037.0	4038.0
2019	4039.0	4040.0
2020	4041.0	4042.0
2021	4044.0	4043.0
2022	4045.0	4046.0
2023	4047.0	4048.0
2024	4049.0	4050.0
2025	4051.0	4052.0
2026	4053.0	4054.0
2027	4055.0	4056.0
2028	4057.0	4058.0
2029	4060.0	4059.0
2030	4061.0	4062.0
2031	4063.0	4064.0
2032	4065.0	4066.0
2033	4067.0	4068.0
2034	4070.0	4069.0
2035	4071.0	4072.0
2036	4074.0	4073.0
2037	4075.0	4076.0
2038	4077.0	4078.0
2039	4080.0	4079.0
2040	4082.0	4081.0
2041	4083.0	4084.0
2042	4086.0	4085.0
2043	4087.0	4088.0
2044	4090.0	4089.0
2045	4091.0	4092.0
2046	4093.0	4094.0
2047	4095.0	4096.0
2048	4097.0	4098.0
2049	4099.0	4100.0
2050	4102.0	4101.0
2051	4103.0	4104.0
2052	4106.0	4105.0
2053	4107.0	4108.0
2054	4109.0	4110.0
2055	4111.0	4112.0
2056	4114.0	4113.0
2057	4115.0	4116.0
2058	4117.0	4118.0
2059	4120.0	4119.0
2060	4122.0	4121.0
2061	4124.0	4123.0
2062	4126.0	4125.0
2063	4128.0	4127.0
2064	4129.0	4130.0
2065	4132.0	4131.0
2066	4134.0	4133.0
2067	4135.0	4136.0
2068	4137.0	4138.0
2069	4140.0	4139.0
2070	4142.0	4141.0
2071	4143.0	4144.0
2072	4146.0	4145.0
2073	4148.0	4147.0
2074	4149.0	4150.0
2075	4152.0	4151.0
2076	4154.0	4153.0
2077	4156.0	4155.0
2078	4158.0	4157.0
2079	4160.0	4159.0
2080	4161.0	4162.0
2081	4163.0	4164.0
2082	4165.0	4166.0
2083	4167.0	4168.0
2084	4169.0	4170.0
2085	4172.0	4171.0
2086	4174.0	4173.0
2087	4175.0	4176.0
2088	4178.0	4177.0
2089	4180.0	4179.0
2090	4182.0	4181.0
2091	4184.0	4183.0
2092	4185.0	4186.0
2093	4187.0	4188.0
2094	4190.0	4189.0
2095	4192.0	4191.0
2096	4194.0	4193.0
2097	4196.0	4195.0
2098	4198.0	4197.0
2099	4199.0	4200.0
2100	4202.0	4201.0
2101	4204.0	4203.0
2102	4206.0	4205.0
2103	4208.0	4207.0
2104	4210.0	4209.0
2105	4211.0	4212.0
2106	4213.0	4214.0
2107	4215.0	4216.0
2108	4218.0	4217.0
2109	4219.0	4220.0
2110	4221.0	4222.0
2111	4223.0	4224.0
2112	4226.0	4225.0
2113	4227.0	4228.0
2114	4229.0	4230.0
2115	4231.0	4232.0
2116	4234.0	4233.0
2117	4235.0	4236.0
2118	4237.0	4238.0
2119	4240.0	4239.0
2120	4242.0	4241.0
2121	4244.0	4243.0
2122	4245.0	4246.0
2123	4247.0	4248.0
2124	4250.0	4249.0
2125	4251.0	4252.0
2126	4254.0	4253.0
2127	4255.0	4256.0
2128	4258.0	4257.0
2129	4259.0	4260.0
2130	4262.0	4261.0
2131	4263.0	4264.0
2132	4266.0	4265.0
2133	4267.0	4268.0
2134	4269.0	4270.0
2135	4272.0	4271.0
2136	4274.0	4273.0
2137	4275.0	4276.0
2138	4278.0	4277.0
2139	4279.0	4280.0
2140	4281.0	4282.0
2141	4283.0	4284.0
2142	4285.0	4286.0
2143	4288.0	4287.0
2144	4290.0	4289.0
2145	4292.0	4291.0
2146	4294.0	4293.0
2147	4296.0	4295.0
2148	4297.0	4298.0
2149	4299.0	4300.0
2150	4301.0	4302.0
2151	4304.0	4303.0
2152	4305.0	4306.0
2153	4307.0	4308.0
2154	4310.0	4309.0
2155	4311.0	4312.0
2156	4314.0	4313.0
2157	4315.0	4316.0
2158	4317.0	4318.0
2159	4319.0	4320.0
2160	4322.0	4321.0
2161	4324.0	4323.0
2162	4326.0	4325.0
2163	4327.0	4328.0
2164	4330.0	4329.0
2165	4332.0	4331.0
2166	4334.0	4333.0
2167	4336.0	4335.0
2168	4337.0	4338.0
2169	4339.0	4340.0
2170	4342.0	4341.0
2171	4343.0	4344.0
2172	4345.0	4346.0
2173	4347.0	4348.0
2174	4350.0	4349.0
2175	4351.0	4352.0
2176	4354.0	4353.0
2177	4356.0	4355.0
2178	4358.0	4357.0
2179	4359.0	4360.0
2180	4362.0	4361.0
2181	4363.0	4364.0
2182	4366.0	4365.0
2183	4367.0	4368.0
2184	4370.0	4369.0
2185	4371.0	4372.0
2186	4374.0	4373.0
2187	4375.0	4376.0
2188	4377.0	4378.0
2189	4379.0	4380.0
2190	4382.0	4381.0
2191	4383.0	4384.0
2192	4385.0	4386.0
2193	4388.0	4387.0
2194	4390.0	4389.0
2195	4392.0	4391.0
2196	4393.0	4394.0
2197	4395.0	4396.0
2198	4397.0	4398.0
2199	4400.0	4399.0
2200	4401.0	4402.0
2201	4403.0	4404.0
2202	4405.0	4406.0
2203	4407.0	4408.0
2204	4410.0	4409.0
2205	4412.0	4411.0
2206	4413.0	4414.0
2207	4416.0	4415.0
2208	4418.0	4417.0
2209	4419.0	4420.0
2210	4421.0	4422.0
2211	4423.0	4424.0
2212	4426.0	4425.0
2213	4427.0	4428.0
2214	4430.0	4429.0
2215	4432.0	4431.0
2216	4434.0	4433.0
2217	4435.0	4436.0
2218	4437.0	4438.0
2219	4439.0	4440.0
2220	4441.0	4442.0
2221	4443.0	4444.0
2222	4445.0	4446.0
2223	4448.0	4447.0
2224	4450.0	4449.0
2225	4451.0	4452.0
2226	4454.0	4453.0
2227	4455.0	4456.0
2228	4458.0	4457.0
2229	4460.0	4459.0
2230	4462.0	4461.0
2231	4464.0	4463.0
2232	4465.0	4466.0
2233	4468.0	4467.0
2234	4469.0	4470.0
2235	4472.0	4471.0
2236	4473.0	4474.0
2237	4475.0	4476.0
2238	4478.0	4477.0
2239	4479.0	4480.0
2240	4482.0	4481.0
2241	4483.0	4484.0
2242	4486.0	4485.0
2243	4488.0	4487.0
2244	4489.0	4490.0
2245	4492.0	4491.0
2246	4494.0	4493.0
2247	4495.0	4496.0
2248	4497.0	4498.0
2249	4499.0	4500.0
2250	4501.0	4502.0
2251	4503.0	4504.0
2252	4505.0	4506.0
2253	4508.0	4507.0
2254	4510.0	4509.0
2255	4512.0	4511.0
2256	4514.0	4513.0
2257	4515.0	4516.0
2258	4517.0	4518.0
2259	4520.0	4519.0
2260	4521.0	4522.0
2261	4523.0	4524.0
2262	4526.0	4525.0
2263	4528.0	4527.0
2264	4530.0	4529.0
2265	4532.0	4531.0
2266	4534.0	4533.0
2267	4535.0	4536.0
2268	4537.0	4538.0
2269	4540.0	4539.0
2270	4541.0	4542.0
2271	4543.0	4544.0
2272	4546.0	4545.0
2273	4547.0	4548.0
2274	4550.0	4549.0
2275	4552.0	4551.0
2276	4554.0	4553.0
2277	4556.0	4555.0
2278	4558.0	4557.0
2279	4560.0	4559.0
2280	4562.0	4561.0
2281	4563.0	4564.0
2282	4566.0	4565.0
2283	4568.0	4567.0
2284	4569.0	4570.0
2285	4572.0	4571.0
2286	4574.0	4573.0
2287	4576.0	4575.0
2288	4577.0	4578.0
2289	4580.0	4579.0
2290	4581.0	4582.0
2291	4583.0	4584.0
2292	4586.0	4585.0
2293	4588.0	4587.0
2294	4589.0	4590.0
2295	4592.0	4591.0
2296	4594.0	4593.0
2297	4595.0	4596.0
2298	4598.0	4597.0
2299	4599.0	4600.0
2300	4602.0	4601.0
2301	4604.0	4603.0
2302	4606.0	4605.0
